Site Identifier,Latitude,Longitude,Demand_Index,city,suburb,address,Site_Loadshedding_Risk,Distance_to_Metro_KM,Closest_Metro,Metro_Proximity_Score,Base_Risk_Category,Adjusted_Risk_Category,Total_Weighted_Score,Final_Classification,Factor_Scores
1556,-25.85,29.25,30,Emalahleni,N/A,"Street, Emalahleni, South Africa",64,102.81254734892131,Pretoria,0.9632746961106052,Red,Red,3.1925343295922204,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 1.4066791199027526, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
15368,-28.77,17.62,30,Vioolsdrift,N/A,"287 Keerom Street, Vioolsdrift, South Africa",62,578.2554163582676,Cape Town,0.17263541639142885,Red,Red,3.1565655819417993,Risky,"{""loadshedding"": 3.8, ""interop"": 0.3320697742724873, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
4141,-33.73,26.57,30,Ndlambe Local Municipality,Ndlambe Ward 2,"unnamed road, Ndlambe Ward 2, Ndlambe Local Municipality, South Africa",53,91.89311060767172,Port Elizabeth,1.0765060976625467,Amber,Amber,4.5668880121885245,Risky,"{""loadshedding"": 4.7, ""interop"": 1.523600152356559, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
29760,-28.5,20.14,30,Kai !Garib Nu,N/A,"Street, Kai !Garib Nu, South Africa",50,595.6177736015705,Bloemfontein,0.16761150006701167,Amber,Amber,4.545849370659014,Risky,"{""loadshedding"": 5.0, ""interop"": 0.32311713323767705, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
67,-33.69,25.81,30,Colchester,Nelson Mandela Bay Ward 53,"unnamed road, Nelson Mandela Bay Ward 53, Colchester, South Africa",54,35.164291292779865,Port Elizabeth,2.765158570104893,Amber,Amber,4.641158945896996,Risky,"{""loadshedding"": 4.6, ""interop"": 2.7644868237124545, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
394,-29.3,29.98,30,Mpofana Local Municipality,Mpofana Ward 2,"R103, Mpofana Ward 2, Mpofana Local Municipality, South Africa",59,118.35910427622844,Durban,0.8378078958147477,Red,Red,3.306517944894366,Risky,"{""loadshedding"": 4.1, ""interop"": 1.2689743111795755, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
64,-32.82,28.11,30,Great Kei Local Municipality,Cintsa East,"unnamed road, Cintsa East, Great Kei Local Municipality, 5275, South Africa",49,264.13803722389633,Port Elizabeth,0.3771620286815158,Amber,Amber,4.598384296527435,Risky,"{""loadshedding"": 5.1, ""interop"": 0.667303706592935, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
9757,-32.32,28.2,30,Mnquma Local Municipality,Mnquma Ward 4,"unnamed road, Mnquma Ward 4, Mnquma Local Municipality, 5240, South Africa",64,302.06019769966207,Port Elizabeth,0.3299674479164095,Red,Red,3.1275674596664995,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 0.5945932458312496, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
10595,-28.72,24.78,30,Sol Plaatje Local Municipality,Moghul Park,"Kenilworth Road, Moghul Park, Sol Plaatje Local Municipality, 8301, South Africa",51,145.59283350740031,Bloemfontein,0.6821615873531212,Amber,Amber,4.581756019984218,Risky,"{""loadshedding"": 4.9, ""interop"": 1.0844502498027264, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
569,-28.3,27.95,30,Paul Roux,N/A,"415 Voortrekker Street, Paul Roux, South Africa",55,190.31265527399233,Bloemfontein,0.5227045741264892,Amber,Amber,4.4651428596299105,Risky,"{""loadshedding"": 4.5, ""interop"": 0.876785745373877, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2173,-32.7,18.23,30,Dwarskersbos,N/A,"Dwarskersbos, South Africa",67,137.39161751408687,Cape Town,0.7225871176035716,Red,Red,3.095717439590196,Risky,"{""loadshedding"": 3.3, ""interop"": 1.1339679948774501, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
828,-33.18,19.0,30,Saron,N/A,"Wittewater Street, Saron, South Africa",67,98.53237215926798,Cape Town,1.0046982487263916,Red,Red,3.121017335358,Risky,"{""loadshedding"": 3.3, ""interop"": 1.4502166919750024, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
86,-34.05,21.28,30,George,Hessequa Ward 6,"Hessequa Ward 6, George, Western Cape, South Africa",51,263.66793529674277,Cape Town,0.37783194208199455,Amber,Amber,4.5484654221040195,Risky,"{""loadshedding"": 4.9, ""interop"": 0.6683177763002373, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
404,-29.21,30.6,30,Umvoti Nu,N/A,"Street, Umvoti Nu, South Africa",51,82.87502210276237,Durban,1.192250058396188,Amber,Amber,4.625936233824569,Risky,"{""loadshedding"": 4.9, ""interop"": 1.636702922807104, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
12586,-25.86,28.33,30,Rietfontein,N/A,"2018 Duiker, Rietfontein, South Africa",51,16.03115951644635,Pretoria,5.871590827590673,Amber,Amber,4.816514565344834,Risky,"{""loadshedding"": 4.9, ""interop"": 4.0189320668104225, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
43585,-29.78,31.0,30,Newlands East,N/A,"20 Imvubupark Close, Newlands East, South Africa",57,9.000207737648264,Durban,9.99979226666714,Amber,Amber,4.744996849732851,Risky,"{""loadshedding"": 4.3, ""interop"": 4.999960621660636, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1934,-29.57,30.19,30,Mpophomeni,N/A,"3109 Zothi Road, Mpophomeni, South Africa",57,86.50653319264403,Durban,1.1427718177321895,Amber,Amber,4.472128193046246,Risky,"{""loadshedding"": 4.3, ""interop"": 1.5891024130780722, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
715,-34.03,18.75,30,N/A,Cape Town Ward 109,"Old Main Road, Cape Town Ward 109, Western Cape, 7131, South Africa",58,32.24340199387957,Cape Town,3.008115716267876,Amber,Amber,4.551589969827153,Risky,"{""loadshedding"": 4.2, ""interop"": 2.8948746228394056, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1775,-27.35,30.14,30,Wakkestroom,N/A,"Street, Wakkestroom, South Africa",57,243.70007126087702,Johannesburg,0.4086635507898527,Amber,Amber,4.402157028078222,Risky,"{""loadshedding"": 4.3, ""interop"": 0.7144628509777822, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
12368,-30.03,30.88,30,KwaMakhutha,Zulwini Gardens,"Moss Kolnik Drive, Zulwini Gardens, KwaMakhutha, 4125, South Africa",54,23.44104026238968,Durban,4.0914788784126275,Amber,Amber,4.691499485850334,Risky,"{""loadshedding"": 4.6, ""interop"": 3.393743573129165, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
855,-33.34,20.04,30,Breede Valley Local Municipality,N/A,"2nd Street, Breede Valley Local Municipality, 6880, South Africa",66,163.1258277265544,Cape Town,0.6092886255940613,Red,Red,3.1093683092490796,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.9921038656134905, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
6106,-27.21,24.1,30,Greater Taung Nu,N/A,"Greater Taung Nu, South Africa",50,294.14633529932695,Bloemfontein,0.33881498104519425,Amber,Amber,4.568673498548116,Risky,"{""loadshedding"": 5.0, ""interop"": 0.6084187318514452, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
11680,-22.02,30.0,30,No result found,No result found,No result found,51,451.9102458349996,Pretoria,0.22079429847217708,Amber,Amber,4.5282794702886875,Risky,"{""loadshedding"": 4.9, ""interop"": 0.4159933786085931, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
13437,-33.08,25.85,30,Blue Crane Route Nu,N/A,"Street, Blue Crane Route Nu, South Africa",62,100.41394347416842,Port Elizabeth,0.9860577014784109,Red,Red,3.24445898027368,Risky,"{""loadshedding"": 3.8, ""interop"": 1.4307372534210037, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
621,-29.99,27.01,30,Naledi Local Municipality,Naledi Ward 3,"unnamed road, Naledi Ward 3, Naledi Local Municipality, South Africa",65,126.56179442757376,Bloemfontein,0.7839337824365381,Red,Red,3.151554828322448,Risky,"{""loadshedding"": 3.5, ""interop"": 1.206935354030597, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
57,-34.06,23.02,30,Knysna,N/A,"348 Dolphine Street, Knysna, South Africa",68,239.41496739259546,Port Elizabeth,0.41594748066039045,Red,Red,3.038017363577133,Risky,"{""loadshedding"": 3.2, ""interop"": 0.725217044714158, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2184,-34.04,19.56,30,Genadendal,N/A,"751 Volks Road, Genadendal, South Africa",67,105.51283168526002,Cape Town,0.9388540180350747,Red,Red,3.115446372482352,Risky,"{""loadshedding"": 3.3, ""interop"": 1.3805796560294048, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1890,-27.39,26.65,30,Kgotsong,N/A,"426 Lediga Street, Kgotsong, South Africa",58,191.36705678925557,Johannesburg,0.5198395279788123,Amber,Amber,4.38982869691356,Risky,"{""loadshedding"": 4.2, ""interop"": 0.8728587114195018, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
4179,-28.47,30.16,30,Ekuvukeni,N/A,"Ekuvukeni, South Africa",54,175.6301446917391,Durban,0.5661547759841525,Amber,Amber,4.494836200398377,Risky,"{""loadshedding"": 4.6, ""interop"": 0.9354525049797208, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1645,-25.72,27.3,30,Waterkloof,N/A,"Street, Waterkloof, South Africa",55,92.08237666857643,Johannesburg,1.0743172185649497,Amber,Amber,4.5167120791748205,Risky,"{""loadshedding"": 4.5, ""interop"": 1.5214009896852518, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1565,-23.0,31.0,30,Thulamela Local Municipality,Thulamela Ward 40,"Thulamela Ward 40, Thulamela Local Municipality, Vhembe District Municipality, South Africa",50,414.83444184947507,Pretoria,0.24048032085855525,Amber,Amber,4.555947968635638,Risky,"{""loadshedding"": 5.0, ""interop"": 0.44934960794547796, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
3349,-26.51,27.87,30,Lakeside,N/A,"Lakeside, South Africa",63,38.32822834739905,Johannesburg,2.542702893114519,Red,Red,3.316000034785983,Risky,"{""loadshedding"": 3.7, ""interop"": 2.637500434824789, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
16,-28.13,25.5,30,Hertzogville,N/A,"79 Pretorius Street, Hertzogville, South Africa",66,127.16371232984821,Bloemfontein,0.7802520556102125,Red,Red,3.1262101998527028,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 1.2026274981587823, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2192,-34.43,21.34,30,George,Hessequa Ward 3,"Strand Street, Hessequa Ward 3, George, 6675, South Africa",60,274.04466301574183,Cape Town,0.3635773146933472,Red,Red,3.2317306370008625,Risky,"{""loadshedding"": 4.0, ""interop"": 0.6466329625107874, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2208,-34.32,20.58,30,Swellendam Nu,N/A,"Swellendam Nu, South Africa",68,203.25441389675606,Cape Town,0.4895855031585596,Red,Red,3.0464746121279678,Risky,"{""loadshedding"": 3.2, ""interop"": 0.8309326515995936, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
27681,-29.04,24.59,30,Ritchie,N/A,"261 Suiderkruis Street, Ritchie, South Africa",66,158.14574359731014,Bloemfontein,0.6283548509662447,Red,Red,3.111333028474406,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 1.016662855930076, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1851,-30.37,30.7,30,Scottburgh,N/A,"21 Gamark, Scottburgh, South Africa",63,64.7335803254309,Durban,1.5212924582066643,Red,Red,3.2592638931360396,Risky,"{""loadshedding"": 3.7, ""interop"": 1.9282986642004913, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
588,-29.1,26.34,30,Mangaung Nu,N/A,"Mangaung Nu, South Africa",64,12.131575638600182,Bloemfontein,7.615232379734435,Red,Red,3.439237013875897,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 4.490462673448715, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
791,-31.38,19.11,30,Hantam Local Municipality,Proteaville,"Nassua Street, Proteaville, Hantam Local Municipality, South Africa",54,290.1718528883687,Cape Town,0.34343978996602614,Amber,Amber,4.469248745032913,Risky,"{""loadshedding"": 4.6, ""interop"": 0.615609312911407, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1575,-26.5,28.06,30,Meyerton,N/A,"Meyerton, South Africa",56,32.92690376249533,Johannesburg,2.947513298002322,Amber,Amber,4.599048507903274,Risky,"{""loadshedding"": 4.4, ""interop"": 2.8631063487909207, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
548,-27.88,27.92,30,Lindley,N/A,"3 George Lyon Street, Lindley, South Africa",55,186.77751821884158,Johannesburg,0.5325451148175097,Amber,Amber,4.466217426706556,Risky,"{""loadshedding"": 4.5, ""interop"": 0.89021783383195, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
4735,-29.17,31.41,30,Tugela,N/A,"Tugela, South Africa",57,85.29673420474343,Durban,1.1587924029980656,Amber,Amber,4.473370742692614,Risky,"{""loadshedding"": 4.3, ""interop"": 1.6046342836576712, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2947,-28.63,21.08,30,Bloemsmond,N/A,"Null, Bloemsmond, South Africa",55,502.72165603130486,Bloemfontein,0.1985223362995243,Amber,Amber,4.425208060152075,Risky,"{""loadshedding"": 4.5, ""interop"": 0.37760075190093656, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
97,-33.85,22.45,30,George Nu,N/A,"George Nu, South Africa",62,292.32105575488805,Port Elizabeth,0.3409233603862533,Red,Red,3.1789359906419046,Risky,"{""loadshedding"": 3.8, ""interop"": 0.6116998830238097, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
6276,-22.33,30.04,30,Musina,N/A,"22 Joubert Street, Musina, South Africa",63,422.17895911555723,Pretoria,0.236306644850679,Red,Red,3.1403857693804893,Risky,"{""loadshedding"": 3.7, ""interop"": 0.44232211725611786, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
175,-33.96,23.47,30,George,Bitou Ward 1,"N2, Bitou Ward 1, George, 6602, South Africa",55,197.80567736039757,Port Elizabeth,0.5030037437950964,Amber,Amber,4.462970541711583,Risky,"{""loadshedding"": 4.5, ""interop"": 0.8496317713947794, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
