Site Identifier,Site Type,LAT Trimmed,LON Trimmed
88,Openserve Property,-32.25,24.54
2218,Openserve Property,-32.91,18.76
1817,Openserve Property,-28.88,31.9
321,Openserve Property,-29.99,30.88
91,Openserve Property,-33.04,27.86
4531,Openserve Property,-26,28.07
2128,Openserve Property,-26.3,28.19
618,Openserve Property,-29.22,26.7
474,Openserve Property,-29.22,26.71
893,Openserve Property,-26.17,28.14
998,Openserve Property,-26.09,27.81
1176,Openserve Property,-28,24
282,Openserve Property,-29.49,30.22
1181,Openserve Property,-28.46,21.25
171,Openserve Property,-33.99,25.67
1151,Openserve Property,-26.16,24.41
913,Openserve Property,-26.15,28.42
277,Openserve Property,-29.56,30.3
676,Openserve Property,-25.96,28.24
848,Openserve Property,-34.13,18.39
530,Openserve Property,-28.31,28.7
450,Openserve Property,-30,30.01
1711,Openserve Property,-25.74,28.01
1029,Openserve Property,-26.3,28.45
43,Openserve Property,-33.9,25.56
937,Openserve Property,-26.02,28.01
1598,Openserve Property,-25.84,28.27
826,Openserve Property,-33.01,17.95
3924,Openserve Property,-25.01,28.01
473,Openserve Property,-27.39,26.62
810,Openserve Property,-33.22,22.03
11,Openserve Property,-28.01,24.01
1819,Openserve Property,-28.61,29.92
2911,Openserve Property,-23,30.69
1887,Openserve Property,-27.01,27.01
280,Openserve Property,-28.02,32.27
739,Openserve Property,-34.04,18.36
1781,Openserve Property,-25.48,30.96
1689,Openserve Property,-23.89,30.29
2156,Openserve Property,-26.28,27.7
4414,Openserve Property,-25.01,27.01
5798,Openserve Property,-25.02,28.01
854,Openserve Property,-33.92,18.59
44599,Openserve Property,-22,30.02
997,Openserve Property,-26.42,28.47
727,Openserve Property,-34.15,19.02
11912,Openserve Property,-25.28,25.87
29767,Openserve Property,-29.62,24.09
87,Openserve Property,-32.94,28.02
1606,Openserve Property,-26.47,29.11
232,Openserve Property,-28.16,30.23
3644,Openserve Property,-25.65,31.51
1610,Openserve Property,-26.49,27.49
637,Openserve Property,-27.85,26.36
309,Openserve Property,-29,31.02
1588,Openserve Property,-25.65,28.24
11906,Openserve Property,-31.16,28.87
5852,Openserve Property,-32.2,26.82
1719,Openserve Property,-25.84,28.16
18267,Openserve Property,-28.56,28.85
369,Openserve Property,-29.74,30.94
701,Openserve Property,-34.02,18.44
412,Openserve Property,-30.09,30.86
1875,Openserve Property,-28.29,26.15
152,Openserve Property,-34.06,23.37
797,Openserve Property,-34.02,18.51
1001,Openserve Property,-25.96,28.23
1564,Openserve Property,-26.3,29.99
761,Openserve Property,-33.09,18.03
363,Openserve Property,-29,30.01
1668,Openserve Property,-25.49,31.5
123,Openserve Property,-33.81,25.39
4102,Openserve Property,-26.72,27.12
758,Openserve Property,-33.49,21.27
1714,Openserve Property,-25.71,28.22
1443,Openserve Property,-27.26,24.96
156,Openserve Property,-31.9,26.87
1678,Openserve Property,-25.74,28.32
1747,Openserve Property,-26.85,26.77
927,Openserve Property,-26.25,28.31
387,Openserve Property,-27.38,31.62
1612,Openserve Property,-26.74,28.75
1614,Openserve Property,-26.8,28.5
1686,Openserve Property,-24.52,28.71
184,Openserve Property,-33.98,25.6
2210,Openserve Property,-33.99,18.69
45,Openserve Property,-32.99,27.86
80,Openserve Property,-33.99,22.58
1786,Openserve Property,-27.2,25.98
252,Openserve Property,-28.9,31.47
1707,Openserve Property,-25.68,28.18
840,Openserve Property,-34.44,19.46
2207,Openserve Property,-33.73,18.44
71,Openserve Property,-32.16,25.62
964,Openserve Property,-26.31,28.01
2608,Openserve Property,-24.02,29
1695,Openserve Property,-26.98,26.67
1041,Openserve Property,-26.25,28.19
1241,Openserve Property,-33.83,23.85
730,Openserve Property,-33.86,18.97
2127,Openserve Property,-26.54,27.87
1035,Openserve Property,-26.26,28.27
317,Openserve Property,-27.75,30.03
1487,Openserve Property,-25.1,30.78
4178,Openserve Property,-26.16,28.22
936,Openserve Property,-26.17,27.92
2182,Openserve Property,-33.91,19.12
4418,Openserve Property,-26.38,28.16
264,Openserve Property,-25.73,28.22
1639,Openserve Property,-26.64,27.26
371,Openserve Property,-27.79,30.12
1022,Openserve Property,-26.16,27.86
9967,Openserve Property,-25.75,27.83
38736,Openserve Property,-25.84,28.14
164,Openserve Property,-34.02,22.8
37,Openserve Property,-27.19,25.33
2166,Openserve Property,-33.77,18.96
965,Openserve Property,-26.42,28.11
316,Openserve Property,-27.58,31.28
563,Openserve Property,-27.87,26.69
1103,Openserve Property,-27.84,25.91
14736,Openserve Property,-25,28.02
1187,Openserve Property,-31.4,23.12
1594,Openserve Property,-25.01,28.01
406,Openserve Property,-29.89,30.88
630,Openserve Property,-28,26.01
642,Openserve Property,-28,27.01
1622,Openserve Property,-24.35,30.95
5974,Openserve Property,-30.9,28.99
992,Openserve Property,-26.29,27.91
1402,Openserve Property,-25.44,28.71
2177,Openserve Property,-33.94,18.63
138,Openserve Property,-32.98,27.92
1653,Openserve Property,-33.98,18.59
75,Openserve Property,-33.8,25.47
410,Openserve Property,-28.38,32.41
1910,Openserve Property,-27.65,27.19
219,Openserve Property,-29.88,30.99
170,Openserve Property,-32.57,27.43
189,Openserve Property,-30.02,30.92
2222,Openserve Property,-34.09,21.26
1282,Openserve Property,-32.72,25.59
1793,Openserve Property,-29.66,30.45
224,Openserve Property,-29.34,30.63
4998,Openserve Property,-28.62,28.21
1568,Openserve Property,-26.07,30.12
5808,Openserve Property,-28.73,20.97
847,Openserve Property,-34.07,18.58
1724,Openserve Property,-25.85,28.25
428,Openserve Property,-29.79,29.49
2188,Openserve Property,-34.13,18.85
671,Openserve Property,-34.53,20.04
1531,Openserve Property,-25.74,27.91
1043,Openserve Property,-26.18,28.18
9756,Openserve Property,-32.1,28.31
890,Openserve Property,-26.01,27.01
3,Openserve Property,-27.65,25.61
1803,Openserve Property,-29.01,30.01
5812,Openserve Property,-25.38,28.26
2084,Openserve Property,-26.05,30.8
1877,Openserve Property,-28.52,28.42
1796,Openserve Property,-29.61,30.33
664,Openserve Property,-33.94,20.1
1797,Openserve Property,-27.9,30.58
1255,Openserve Property,-31.07,28.35
3038,Openserve Property,-23,29
2216,Openserve Property,-34.07,18.53
1427,Openserve Property,-25.7,27.49
1821,Openserve Property,-29.75,30.83
924,Openserve Property,-26.35,28.43
1818,Openserve Property,-29.01,29.87
453,Openserve Property,-27.75,26.64
2233,Openserve Property,-33.29,19.14
9946,Openserve Property,-31.62,29.55
376,Openserve Property,-27.42,30.82
2202,Openserve Property,-31.55,18.35
542,Openserve Property,-29.2,27.46
16263,Openserve Property,-34.02,24.74
599,Openserve Property,-28.32,27.62
510,Openserve Property,-29.01,26
12,Openserve Property,-29.06,23.78
2194,Openserve Property,-33.91,18.51
5920,Openserve Property,-26.86,26.42
1502,Openserve Property,-24.73,30.21
697,Openserve Property,-32.18,18.89
2422,Openserve Property,-29.41,26.44
11798,Openserve Property,-25.39,27.01
9948,Openserve Property,-31.31,28.76
785,Openserve Property,-34.47,19.9
5904,Openserve Property,-26.73,27.1
256,Openserve Property,-30.51,29.85
6149,Openserve Property,-26,28.17
1025,Openserve Property,-26.09,27.87
2230,Openserve Property,-34.8,20.05
1401,Openserve Property,-25.86,26.9
1592,Openserve Property,-24.73,26.81
17275,Openserve Property,-31.97,29.15
2234,Openserve Property,-31.61,18.73
1813,Openserve Property,-29.65,30.3
94,Openserve Property,-34.04,23.24
7867,Openserve Property,-32.68,27.15
151,Openserve Property,-32.58,25.14
655,Openserve Property,-33.9,20.72
667,Openserve Property,-34.23,19.21
2245,Openserve Property,-33.41,19.2
6408,Openserve Property,-30.26,29.94
1893,Openserve Property,-28.58,28.83
13566,Openserve Property,-26,25.02
15,Openserve Property,-27.75,24.81
25933,Openserve Property,-25.52,29.67
28,Openserve Property,-26.15,25.42
310,Openserve Property,-28.56,29.78
1330,Openserve Property,-26.33,26.32
4415,Openserve Property,-26.38,28.13
109,Openserve Property,-33.68,26.67
1582,Openserve Property,-26.36,28.79
1985,Openserve Property,-26.46,27.87
52,Openserve Property,-33.88,25.52
2165,Openserve Property,-33.91,18.85
2235,Openserve Property,-32.78,18.17
2103,Openserve Property,-33.33,19.32
1914,Openserve Property,-27.21,26.95
21219,Openserve Property,-31.64,27.26
1312,Openserve Property,-26.39,25.9
364,Openserve Property,-29.36,29.99
174,Openserve Property,-33.86,25.6
2254,Openserve Property,-34.2,21.59
229,Openserve Property,-29.93,29.88
5970,Openserve Property,-32,27.58
1809,Openserve Property,-29.01,30.01
780,Openserve Property,-33.15,18.66
12952,Openserve Property,-30,28.01
1199,Openserve Property,-32.7,26.3
11660,Openserve Property,-30.87,29.82
1661,Openserve Property,-25.01,28.01
2229,Openserve Property,-34.37,21.41
161,Openserve Property,-33.75,25.38
9734,Openserve Property,-28.48,28.85
614,Openserve Property,-30.03,25.78
7868,Openserve Property,-31.68,28
4298,Openserve Property,-28,26.01
1895,Openserve Property,-29.27,26.69
1454,Openserve Property,-24.88,30.75
243,Openserve Property,-24.73,31.21
2241,Openserve Property,-33.97,18.85
2212,Openserve Property,-34.41,19.17
1075,Openserve Property,-30.97,22.13
1883,Openserve Property,-27.01,28.01
329,Openserve Property,-27.48,32.58
959,Openserve Property,-26.16,27.79
325,Openserve Property,-29.16,31.07
1153,Openserve Property,-29.13,19.4
319,Openserve Property,-27.01,31
1892,Openserve Property,-27.68,29.56
932,Openserve Property,-26.29,28.59
313,Openserve Property,-27.77,29.91
2630,Openserve Property,-29.35,26.21
746,Openserve Property,-34.34,19.03
58,Openserve Property,-33.6,22.24
6327,Openserve Property,-25.77,27.85
388,Openserve Property,-31.05,30.22
308,Openserve Property,-28.6,32.09
1445,Openserve Property,-26.05,29.05
3862,Openserve Property,-24.99,31.24
6124,Openserve Property,-30.26,25.27
586,Openserve Property,-27.92,26.8
225,Openserve Property,-28.01,30.01
991,Openserve Property,-26.01,27.86
4572,Openserve Property,-24.17,30.4
719,Openserve Property,-30.56,17.99
16548,Openserve Property,-26.18,27.79
498,Openserve Property,-29.16,26.18
11903,Openserve Property,-31.7,27.23
1348,Openserve Property,-26.9,26.39
268,Openserve Property,-29.06,30.6
929,Openserve Property,-26.09,27.68
1581,Openserve Property,-26.89,28.1
1059,Openserve Property,-27.33,23.5
1326,Openserve Property,-24.68,30.33
1419,Openserve Property,-26,27.55
1294,Openserve Property,-31.19,28.23
1792,Openserve Property,-30.68,30.51
1737,Openserve Property,-25.49,30.97
158,Openserve Property,-33.84,25.55
920,Openserve Property,-26.22,27.87
133,Openserve Property,-34,22.37
223,Openserve Property,-29.74,30.84
759,Openserve Property,-33.2,20.86
1245,Openserve Property,-32.68,28.38
82,Openserve Property,-32.79,26.62
735,Openserve Property,-34.09,20.96
74,Openserve Property,-33.49,22.54
1694,Openserve Property,-26.99,28.21
2133,Openserve Property,-31.47,19.78
713,Openserve Property,-32.31,18.35
11499,Openserve Property,-25.89,25.62
5133,Openserve Property,-29.58,26.66
819,Openserve Property,-34.15,19.91
535,Openserve Property,-27.11,27.65
32,Openserve Property,-28.33,23.06
1238,Openserve Property,-31.47,27.34
2189,Openserve Property,-34.39,19.14
4010,Openserve Property,-25.76,29.43
3265,Openserve Property,-25.47,30.97
51,Openserve Property,-32.88,27.57
157,Openserve Property,-32.94,27.98
2170,Openserve Property,-33.48,19.66
3145,Openserve Property,-23.5,29.72
5102,Openserve Property,-27.94,22.74
702,Openserve Property,-33.38,18.38
666,Openserve Property,-33.87,18.54
1239,Openserve Property,-32.95,24.67
2402,Openserve Property,-32.3,27.15
1547,Openserve Property,-26.53,27.85
1611,Openserve Property,-23.31,30.7
119,Openserve Property,-33.86,25.53
437,Openserve Property,-28.85,30.08
1574,Openserve Property,-25.67,28.53
61,Openserve Property,-33.53,21.69
492,Openserve Property,-27.56,27.67
2882,Openserve Property,-32.68,26.08
18787,Openserve Property,-24.61,31.04
1258,Openserve Property,-31.4,26.36
2904,Openserve Property,-23.95,30.61
2198,Openserve Property,-33.88,18.81
153,Openserve Property,-33.59,26.88
522,Openserve Property,-31.12,26.81
1590,Openserve Property,-25.42,30.11
1477,Openserve Property,-25.19,29.93
948,Openserve Property,-26.06,27.76
2204,Openserve Property,-33.51,18.48
5,Openserve Property,-27.91,25.17
2973,Openserve Property,-29.8,30.74
1033,Openserve Property,-26.19,28.55
14102,Openserve Property,-23.13,30.42
4981,Openserve Property,-23.1,30.88
4389,Openserve Property,-26.25,28.44
11187,Openserve Property,-31.57,28.8
1268,Openserve Property,-33.44,25.97
284,Openserve Property,-29.6,29.86
575,Openserve Property,-28.52,28.81
29707,Openserve Property,-26.12,23.77
1601,Openserve Property,-23.17,30.05
514,Openserve Property,-30.6,25.49
21150,Openserve Property,-32.33,28.13
18229,Openserve Property,-28.58,28.84
4984,Openserve Property,-27.16,29.63
1846,Openserve Property,-28.73,31.53
1736,Openserve Property,-25.8,27.76
23518,Openserve Property,-32.24,28.85
1031,Openserve Property,-26.32,28.18
10884,Openserve Property,-25.95,28.16
17403,Openserve Property,-25.85,28.38
13891,Openserve Property,-31.01,29.01
2884,Openserve Property,-23.37,29.33
1197,Openserve Property,-32.48,24.57
4734,Openserve Property,-25.34,28.85
633,Openserve Property,-27.86,28.96
44,Openserve Property,-33.81,25.63
662,Openserve Property,-31.04,18.27
2199,Openserve Property,-34.14,18.34
605,Openserve Property,-28.71,26.07
3008,Openserve Property,-23.87,28.76
1833,Openserve Property,-29.64,31.13
1391,Openserve Property,-25.01,31.01
2864,Openserve Property,-26.49,29.23
1745,Openserve Property,-25.5,31
5105,Openserve Property,-26.98,20.78
1490,Openserve Property,-25.81,26.53
93,Openserve Property,-33.83,24.88
15621,Openserve Property,-22.89,30.73
940,Openserve Property,-26.39,27.63
1734,Openserve Property,-24.96,28.54
1812,Openserve Property,-26.97,29.21
168,Openserve Property,-34.16,24.82
18228,Openserve Property,-27.96,26.78
22301,Openserve Property,-24.3,28.12
520,Openserve Property,-29.76,25.43
511,Openserve Property,-28.27,29.13
1641,Openserve Property,-25,31.01
1171,Openserve Property,-26.55,24.87
612,Openserve Property,-28.4,26.71
1537,Openserve Property,-25.79,29.45
66,Openserve Property,-34.02,24.35
5781,Openserve Property,-25.27,27.28
19039,Openserve Property,-29.19,26.81
48,Openserve Property,-33.5,26.82
242,Openserve Property,-27,30
116,Openserve Property,-34.09,22.14
842,Openserve Property,-29.26,17.74
1649,Openserve Property,-23.69,30.61
1098,Openserve Property,-28.9,21.98
260,Openserve Property,-30.32,29.45
6110,Openserve Property,-28.74,19.3
42,Openserve Property,-33.55,25.69
169,Openserve Property,-33.97,23.88
117,Openserve Property,-33.54,27.04
496,Openserve Property,-29.75,25.32
1798,Openserve Property,-29.68,30.03
179,Openserve Property,-33.99,23.98
297,Openserve Property,-27.01,32
459,Openserve Property,-30.97,27.6
1804,Openserve Property,-30.39,29.04
1283,Openserve Property,-31.56,26.55
736,Openserve Property,-34.42,19.24
540,Openserve Property,-28.73,24.71
425,Openserve Property,-30.21,30.8
248,Openserve Property,-27.99,30.72
1317,Openserve Property,-24.01,31
2325,Openserve Property,-34.39,20.84
772,Openserve Property,-33.22,20.58
967,Openserve Property,-25.98,27.79
619,Openserve Property,-28.37,29.38
1912,Openserve Property,-27.55,28.52
1948,Openserve Property,-34.36,18.89
212,Openserve Property,-28,31.39
1885,Openserve Property,-27.29,27.97
4985,Openserve Property,-27.01,29.87
131,Openserve Property,-33.76,23.5
1133,Openserve Property,-29.41,22.11
17876,Openserve Property,-31.44,22.36
6560,Openserve Property,-32.97,27.9
5803,Openserve Property,-25.3,26.7
5103,Openserve Property,-29.75,24.79
970,Openserve Property,-26.29,28.39
15620,Openserve Property,-22.87,30.75
1424,Openserve Property,-25.71,28.38
1550,Openserve Property,-26.65,28.6
374,Openserve Property,-30.76,30.25
24090,Openserve Property,-32.98,27.82
33103,Openserve Property,-27.96,26.83
5796,Openserve Property,-26.46,25.26
1178,Openserve Property,-25.88,23.96
3657,Openserve Property,-23.02,29.02
172,Openserve Property,-33.5,25.63
13071,Openserve Property,-30.69,28.51
2312,Openserve Property,-31.15,18.36
4171,Openserve Property,-26.46,27.86
982,Openserve Property,-26.34,28.25
718,Openserve Property,-34.58,19.35
3816,Openserve Property,-33.5,21.44
4658,Openserve Property,-29.8,17.49
1284,Openserve Property,-31.3,25.82
16395,Openserve Property,-32.24,26.66
1471,Openserve Property,-26.02,29.6
272,Openserve Property,-30.01,29.01
267,Openserve Property,-27.97,31.03
764,Openserve Property,-30.95,19.44
24490,Openserve Property,-26.04,28.18
1822,Openserve Property,-30.81,30.33
20805,Openserve Property,-34.06,23.08
1571,Openserve Property,-23.01,30
5097,Openserve Property,-30.08,24.66
2587,Openserve Property,-28.23,31.47
1872,Openserve Property,-29.13,26.4
5104,Openserve Property,-29.12,25.41
733,Openserve Property,-34.59,19.76
5804,Openserve Property,-25,27.01
7885,Openserve Property,-25.6,28
999,Openserve Property,-26.1,28.15
1855,Openserve Property,-29.75,30.13
2196,Openserve Property,-33.8,18.87
46,Openserve Property,-32.28,24.56
1473,Openserve Property,-25.95,29.81
85,Openserve Property,-33.87,25.55
1285,Openserve Property,-33.33,24.35
3367,Openserve Property,-23,30.01
298,Openserve Property,-27.92,30.65
5849,Openserve Property,-33.22,27.13
16264,Openserve Property,-33.83,24.87
18062,Openserve Property,-26.2,25.47
386,Openserve Property,-28.55,30.42
507,Openserve Property,-30.56,26.4
1604,Openserve Property,-26.55,29.08
27895,Openserve Property,-31.17,28.7
744,Openserve Property,-30.21,17.93
37562,Openserve Property,-26.5,28.01
16532,Openserve Property,-32.86,27.14
726,Openserve Property,-32.15,18.61
28168,Openserve Property,-31.69,29.37
43958,Openserve Property,-25.32,29.99
28796,Openserve Property,-31.9,29.18
9736,Openserve Property,-26.21,27.65
478,Openserve Property,-23.99,30.32
1499,Openserve Property,-25,31.59
12890,Openserve Property,-32.19,27.94
1011,Openserve Property,-26.09,28.28
13365,Openserve Property,-30.8,29.35
1518,Openserve Property,-25.98,28.98
2183,Openserve Property,-34.61,19.38
1008,Openserve Property,-26.16,28.03
7489,Openserve Property,-26.32,28.2
1184,Openserve Property,-30.35,21.82
807,Openserve Property,-29.25,16.87
20400,Openserve Property,-26.97,23.98
5098,Openserve Property,-30.44,24.47
1081,Openserve Property,-26,25.01
18,Openserve Property,-27.2,22.97
102,Openserve Property,-34.03,24.78
17113,Openserve Property,-32.69,24
342,Openserve Property,-28,31
5810,Openserve Property,-25.01,28
2292,Openserve Property,-34.35,21.88
17822,Openserve Property,-26.5,27.88
803,Openserve Property,-33.67,18.58
15789,Openserve Property,-34.01,18.64
197,Openserve Property,-28.01,29
23747,Openserve Property,-23.1,30.39
20405,Openserve Property,-27.44,23.57
553,Openserve Property,-28.66,27.43
17295,Openserve Property,-28.52,24.7
2885,Openserve Property,-23.05,29.28
2337,Openserve Property,-29.67,31.03
1688,Openserve Property,-25.57,30.67
28303,Openserve Property,-31.64,29.45
28165,Openserve Property,-31.6,29.29
315,Openserve Property,-28.94,29.59
1296,Openserve Property,-33.66,23.13
5761,Openserve Property,-26.47,24.71
144,Openserve Property,-31.18,24.96
16398,Openserve Property,-31.79,28.29
21146,Openserve Property,-32.31,28.19
1099,Openserve Property,-28.56,21.76
24035,Openserve Property,-32.92,26.99
3450,Openserve Property,-32.73,28.02
1225,Openserve Property,-31.33,27.85
20453,Openserve Property,-32.5,27.4
25516,Openserve Property,-26.88,30.03
16781,Openserve Property,-33.94,22.47
3326,Openserve Property,-28.24,24.03
16048,Openserve Property,-26.42,27.86
2486,Openserve Property,-23.97,30.27
1366,Openserve Property,-26.02,26
15841,Openserve Property,-24.34,29.29
435,Openserve Property,-28.31,30.1
32678,Openserve Property,-28.65,20.45
28169,Openserve Property,-31.5,29.31
1739,Openserve Property,-25.65,27.7
16391,Openserve Property,-32.23,26.74
1219,Openserve Property,-31.37,27.05
7089,Openserve Property,-33.69,23.25
27892,Openserve Property,-31.24,28.65
1353,Openserve Property,-23.18,29.7
20452,Openserve Property,-32.39,28.38
296,Openserve Property,-28.58,29.12
343,Openserve Property,-30.5,30.63
24043,Openserve Property,-32.79,27.32
1057,Openserve Property,-28.67,20.43
18145,Openserve Property,-28.61,28.83
7,Openserve Property,-30,24
14308,Openserve Property,-30.58,22.88
17639,Openserve Property,-32.97,27.31
150,Openserve Property,-33.76,24.81
481,Openserve Property,-28.92,27.57
1234,Openserve Property,-31.65,25.8
191,Openserve Property,-28.38,31.08
26564,Openserve Property,-26.66,29.26
1656,Openserve Property,-25.49,27.84
3339,Openserve Property,-27,32.75
7892,Openserve Property,-31.52,27.7
6126,Openserve Property,-30.03,25.78
1635,Openserve Property,-26.84,26.86
270,Openserve Property,-29.8,30.66
696,Openserve Property,-32.59,19.01
16394,Openserve Property,-31.89,27.05
984,Openserve Property,-26.09,28.09
1367,Openserve Property,-24.02,30.01
287,Openserve Property,-27.13,32
24700,Openserve Property,-31.45,28.48
17502,Openserve Property,-25.79,28.64
136,Openserve Property,-33.8,25.61
36,Openserve Property,-27.12,22.84
23409,Openserve Property,-33.95,24.3
31214,Openserve Property,-26.75,27.54
27846,Openserve Property,-32.75,27.43
442,Openserve Property,-28.81,29.54
399,Openserve Property,-29.5,31.24
17752,Openserve Property,-25.36,28.82
24372,Openserve Property,-32.4,24.19
849,Openserve Property,-32.4,20.66
13881,Openserve Property,-25.95,28.14
2118,Openserve Property,-26.74,29.62
9260,Openserve Property,-28.76,16.67
23312,Openserve Property,-34.01,22.49
4748,Openserve Property,-29.01,30
921,Openserve Property,-25.86,28.21
3003,Openserve Property,-24.34,29.93
8449,Openserve Property,-25.69,27.32
14099,Openserve Property,-31.26,25.8
11318,Openserve Property,-32.93,27.73
1180,Openserve Property,-28.33,24.21
327,Openserve Property,-29.82,30.76
3263,Openserve Property,-29.75,29.51
1436,Openserve Property,-25.75,27.56
18536,Openserve Property,-23.91,29.13
37159,Openserve Property,-27.98,26.73
571,Openserve Property,-29.15,26.17
3698,Openserve Property,-26.17,30.63
35024,Openserve Property,-26.16,27.94
15034,Openserve Property,-26.03,27.97
21847,Openserve Property,-25.91,28.06
12256,Openserve Property,-31.8,27.77
1411,Openserve Property,-25.64,31.29
21549,Openserve Property,-24.7,29.75
1329,Openserve Property,-26.04,29.33
1569,Openserve Property,-26.66,29.18
24901,Openserve Property,-28.64,28.96
5732,Openserve Property,-26.68,28.01
6271,Openserve Property,-26.49,29.35
24423,Openserve Property,-25.29,29.08
46239,Openserve Property,-30.32,28.39
1064,Openserve Property,-27.82,23.91
246,Openserve Property,-29.69,30.09
5857,Openserve Property,-27.2,20.51
3723,Openserve Property,-27.56,32.08
14251,Openserve Property,-30.35,29.85
360,Openserve Property,-28.62,31.09
5820,Openserve Property,-25.45,28.05
1841,Openserve Property,-28.42,32.18
35444,Openserve Property,-24.64,26.4
17981,Openserve Property,-29.88,30.92
26327,Openserve Property,-23.8,29.35
3761,Openserve Property,-23.31,30.3
5776,Openserve Property,-26.5,25.37
15844,Openserve Property,-24.39,29.29
918,Openserve Property,-25.94,27.99
22854,Openserve Property,-23.29,29.98
2330,Openserve Property,-28.6,20.34
20434,Openserve Property,-27.39,23.43
15615,Openserve Property,-23,30.63
3502,Openserve Property,-26.6,30.08
23562,Openserve Property,-31.58,28.88
129145,Openserve Property,-34.17,21.99
27838,Openserve Property,-31.13,28.57
15428,Openserve Property,-23.33,29.97
15412,Openserve Property,-30.39,23.1
28662,Openserve Property,-32.04,27.7
23703,Openserve Property,-27.28,31.35
4242,Openserve Property,-29.5,25.52
19436,Openserve Property,-28.12,16.89
5264,Openserve Property,-29.61,30.27
6735,Openserve Property,-25.67,31.53
330,Openserve Property,-28.59,31.4
41839,Openserve Property,-29.71,30.67
2746,Openserve Property,-22.42,29.51
18080,Openserve Property,-25.14,25.96
1788,Openserve Property,-24.32,29.3
1871,Openserve Property,-29.04,29.79
815,Openserve Property,-33.38,18.9
439,Openserve Property,-29.59,31.16
565,Openserve Property,-29.41,24.75
15602,Openserve Property,-23.02,30.71
5474,Openserve Property,-26.21,28.04
16645,Openserve Property,-24.25,29.03
366,Openserve Property,-28.22,30.67
23855,Openserve Property,-31.82,25.84
408,Openserve Property,-30.92,30.32
18070,Openserve Property,-25.75,25.1
15636,Openserve Property,-23.53,29.84
14654,Openserve Property,-33.94,22.34
18292,Openserve Property,-28.53,26.99
56822,Openserve Property,-26.6,24.19
21499,Openserve Property,-24.54,30.7
2854,Openserve Property,-26.26,30.82
383,Openserve Property,-28.64,29.86
302,Openserve Property,-30.55,29.43
5100,Openserve Property,-31.41,23.94
1,Openserve Property,-29.24,18.84
2370,Openserve Property,-29.97,17.09
12267,Openserve Property,-25.66,30.24
1109,Openserve Property,-28.01,20
28875,Openserve Property,-22.9,30.21
31263,Openserve Property,-29.52,30.93
293,Openserve Property,-29.1,31.42
28865,Openserve Property,-22.95,30.19
763,Openserve Property,-32.78,21.98
1295,Openserve Property,-32.35,22.58
1773,Openserve Property,-27.37,29.88
10998,Openserve Property,-32.92,27.42
2331,Openserve Property,-34.06,18.61
15637,Openserve Property,-23.52,29.84
1046,Openserve Property,-26.32,27.65
18146,Openserve Property,-28.63,28.8
8629,Openserve Property,-31.82,28.76
1753,Openserve Property,-26.78,29.3
5094,Openserve Property,-30.59,23.5
650,Openserve Property,-33.97,18.54
5089,Openserve Property,-28.54,25.24
4106,Openserve Property,-27.62,23.65
5811,Openserve Property,-29.2,26.82
13354,Openserve Property,-28.8,32.08
4505,Openserve Property,-27.4,23.49
923,Openserve Property,-26.37,28.41
2070,Openserve Property,-26.45,29.67
103,Openserve Property,-33.94,25.46
1699,Openserve Property,-27,30.8
15400,Openserve Property,-23.2,30.13
278,Openserve Property,-28.15,31.88
1652,Openserve Property,-25.9,29.24
1301,Openserve Property,-33.3,23.49
8620,Openserve Property,-31.08,29.5
18248,Openserve Property,-25.21,28.12
17404,Openserve Property,-25.83,28.36
20,Openserve Property,-27.7,23.05
72,Openserve Property,-34.18,22.1
1741,Openserve Property,-23.88,29.73
140,Openserve Property,-33.9,25.59
1602,Openserve Property,-23.69,27.7
1052,Openserve Property,-26.37,27.89
1533,Openserve Property,-25.01,26.01
18266,Openserve Property,-28.56,28.83
1047,Openserve Property,-26.17,27.65
276,Openserve Property,-29.78,30.76
2221,Openserve Property,-33.68,19.31
27483,Openserve Property,-22.53,30.93
2215,Openserve Property,-34.66,19.5
47175,Openserve Property,-26.03,28.17
2445,Openserve Property,-26.4,27.58
1524,Openserve Property,-22.67,29.14
1020,Openserve Property,-26.31,28.23
1044,Openserve Property,-26.21,28.49
1647,Openserve Property,-25.89,28.02
623,Openserve Property,-28.09,27.14
3740,Openserve Property,-24.3,28.11
1961,Openserve Property,-26.08,27.92
18143,Openserve Property,-28.55,28.83
1406,Openserve Property,-27.24,26.24
1496,Openserve Property,-25.11,29.05
6105,Openserve Property,-26.59,24.17
1806,Openserve Property,-28.74,29.82
5805,Openserve Property,-25.57,27.16
1546,Openserve Property,-25,28.01
1777,Openserve Property,-24.88,28.29
1127,Openserve Property,-28.57,21.19
1704,Openserve Property,-24.18,29.01
2377,Openserve Property,-25.01,29
5967,Openserve Property,-32.33,28.15
4578,Openserve Property,-25.62,28.08
11911,Openserve Property,-25.45,25.87
5814,Openserve Property,-25.64,27.21
981,Openserve Property,-26.22,27.78
41,Openserve Property,-28.01,24.02
1703,Openserve Property,-26.72,27.1
880,Openserve Property,-33.35,18.16
2116,Openserve Property,-34.05,18.83
1448,Openserve Property,-26.81,26
130,Openserve Property,-31.5,25.01
1309,Openserve Property,-25.79,31.05
2655,Openserve Property,-23.95,31.14
647,Openserve Property,-28.61,16.49
5790,Openserve Property,-25.41,28.28
1034,Openserve Property,-26.04,28.07
1774,Openserve Property,-25.79,28.16
1321,Openserve Property,-25.64,27.78
