Site Identifier,Site Type,LAT Trimmed,LON Trimmed
1206,Openserve Property,-32.97,27.94
8502,Openserve Property,-25,27.01
MT 1082,Remote Site,-25.96,28.24
2074,Remote Site,-29.89,30.97
5908,Remote Site,-25.68,28.27
16351,Remote Site,-22.25,29.69
2708,Remote Site,-26.96,29.21
2550,Remote Site,-28.75,24.75
3892,Remote Site,-33.68,18.72
2154,Remote Site,-26.19,28.22
4716,Remote Site,-29.81,30.78
2688,Remote Site,-30.29,30.75
16914,Remote Site,-23.88,30.52
24036,Remote Site,-31.56,28.74
2504,Remote Site,-30.05,30.83
11777,Remote Site,-26.61,24.27
2563,Remote Site,-26.58,27.88
2770,Remote Site,-30.54,29.58
5881,Remote Site,-26.87,26.65
11650,Remote Site,-30.7,27.27
16318,Remote Site,-32.77,26.66
8587,Remote Site,-24.91,31.4
2384,Remote Site,-28.25,28.3
2560,Remote Site,-23.02,30
1903,Remote Site,-29.21,26.28
12929,Remote Site,-31.91,28.73
4211,Remote Site,-25.69,27.98
18148,Remote Site,-28.53,28.87
4246,Remote Site,-29.1,26.23
2562,Remote Site,-25.49,30.53
MT 3227,Remote Site,-28.42,32.19
5979,Remote Site,-31.78,28.62
5971,Remote Site,-32.2,28.24
2735,Remote Site,-28.44,21.23
2748,Remote Site,-27.27,25.38
4244,Remote Site,-27.51,28.32
2380,Remote Site,-29,24.01
2693,Remote Site,-30.28,25.62
2629,Remote Site,-26.14,30.84
15338,Remote Site,-34,25.48
2753,Remote Site,-23.88,27.45
16724,Remote Site,-26.45,29.15
21461,Remote Site,-32.69,26.3
6848,Remote Site,-24.6,30.77
2399,Remote Site,-26.77,26.95
17949,Remote Site,-25.92,28.17
5794,Remote Site,-25.44,25.82
25390,Remote Site,-24.92,27.5
15554,Remote Site,-27.16,24.21
5786,Remote Site,-29.55,30.3
18230,Remote Site,-28.6,28.82
2488,Remote Site,-22.02,29
5800,Remote Site,-25.28,25.87
12737,Remote Site,-26.02,23.59
2607,Remote Site,-29.59,17.81
4232,Remote Site,-30.01,25.01
2722,Remote Site,-29.24,26.92
16681,Remote Site,-26.98,32.75
2671,Remote Site,-29.57,26.06
2623,Remote Site,-28.86,31.3
38386,Remote Site,-24.09,29.19
2762,Remote Site,-28.3,24.88
2617,Remote Site,-25.45,30.95
2499,Remote Site,-33.67,19.09
5775,Remote Site,-26.67,28.72
34122,Remote Site,-31.94,26.65
12115,Remote Site,-28.24,20.39
14658,Remote Site,-32.08,27.95
2524,Remote Site,-27.46,23.46
32942,Remote Site,-23.28,29.66
2723,Remote Site,-25.94,26.73
2452,Remote Site,-29.85,25.96
2768,Remote Site,-33.14,21.2
8264,Remote Site,-25.46,31.98
16047,Remote Site,-26.24,27.69
10502,Remote Site,-24.04,30.73
47226,Remote Site,-26.67,22.92
2449,Remote Site,-32.42,26.65
2766,Remote Site,-27.2,26.06
15646,Remote Site,-29.73,20.91
15864,Remote Site,-30.24,28.86
2611,Remote Site,-29.34,30.03
2463,Remote Site,-26.88,28.99
2616,Remote Site,-25.86,27.53
32164,Remote Site,-23.76,29.22
2700,Remote Site,-33.63,19.72
534,Remote Site,-29.4,25
2419,Remote Site,-29.84,31
2921,Remote Site,-25.83,23.58
2727,Remote Site,-29.01,31.01
4713,Remote Site,-24.54,30.87
9882,Remote Site,-27.14,22.44
2498,Remote Site,-29.16,27.38
2397,Remote Site,-28.69,26.46
40864,Remote Site,-26.08,25.92
2460,Remote Site,-25.44,28.51
2490,Remote Site,-26.47,28.38
2637,Remote Site,-24.61,28.36
47227,Remote Site,-26.33,23.09
17979,Remote Site,-22.64,30.61
15319,Remote Site,-30.32,29.95
2376,Remote Site,-25.01,29.02
17014,Remote Site,-25.87,28.4
12542,Remote Site,-30.55,27.16
19265,Remote Site,-26.93,27.47
2491,Remote Site,-27.33,28.03
8255,Remote Site,-25.44,30.92
16926,Remote Site,-25.81,28.38
2071,Remote Site,-26.45,29.67
2772,Remote Site,-25.76,26.23
2368,Remote Site,-29.01,30
2602,Remote Site,-29.01,29.01
2592,Remote Site,-32.68,27.26
2672,Remote Site,-28.24,28.5
15833,Remote Site,-23.84,29.82
5780,Remote Site,-25.11,28.54
18255,Remote Site,-25.27,28.17
2598,Remote Site,-24.3,26.86
2724,Remote Site,-25.48,31.61
22864,Remote Site,-27.9,26.71
18187,Remote Site,-34.53,19.89
12547,Remote Site,-30.58,27.61
2614,Remote Site,-30.09,23.66
16077,Remote Site,-23.81,29.72
15843,Remote Site,-29.72,23.95
2425,Remote Site,-27.83,25.47
45161,Remote Site,-26.02,27.94
18084,Remote Site,-25.83,24.68
15863,Remote Site,-23.98,29.66
73012,Remote Site,-29.68,30.94
17577,Remote Site,-27.07,21.32
18376,Remote Site,-28.8,27.29
19247,Remote Site,-32.18,25.65
12711,Remote Site,-27.2,23.12
16068,Remote Site,-23.91,29.73
2675,Remote Site,-28.82,22.04
15112,Remote Site,-34,25.49
2472,Remote Site,-27.9,24.93
5848,Remote Site,-32.21,26.71
3028,Remote Site,-29.72,30.98
2756,Remote Site,-28,25.01
527,Remote Site,-29.44,26.09
625,Remote Site,-28.83,26.78
27807,Remote Site,-32.75,27.49
12703,Remote Site,-27.31,23.68
1403,Remote Site,-25.37,29.86
16952,Remote Site,-26.08,24.19
5579,Remote Site,-28.51,31.18
2610,Remote Site,-24.62,28.6
18144,Remote Site,-28.57,28.82
5382,Remote Site,-31.4,24.1
17579,Remote Site,-27.04,21.08
37363,Remote Site,-26.28,28.4
8773,Remote Site,-27.01,23.02
27880,Remote Site,-31.09,28.82
17619,Remote Site,-31.18,27.87
9512,Remote Site,-28.24,28.66
15764,Remote Site,-29.27,26.72
9880,Remote Site,-23.63,27.97
1156,Remote Site,-29.71,22.65
2643,Remote Site,-28.72,22.48
38654,Remote Site,-23.67,27.75
23452,Remote Site,-33.64,19.82
23787,Remote Site,-27.84,32.38
20397,Remote Site,-23.65,26.99
26167,Remote Site,-24.18,31.9
16074,Remote Site,-23.86,29.84
2502,Remote Site,-26.9,30.64
16113,Remote Site,-25.65,27.72
20831,Remote Site,-23.77,29.16
2456,Remote Site,-26.5,30.03
7850,Remote Site,-31.75,18.69
17468,Remote Site,-23.33,29.2
24045,Remote Site,-32.98,27.46
19036,Remote Site,-29.2,26.84
23823,Remote Site,-31.91,24.76
5938,Remote Site,-31.04,24.98
38004,Remote Site,-26.24,30.82
MT 8750,Remote Site,-26.51,28.51
9888,Remote Site,-27.22,22.44
16104,Remote Site,-25.28,27.49
12239,Remote Site,-31.67,29.18
18889,Remote Site,-30.94,27.22
8401,Remote Site,-26.13,28.13
17410,Remote Site,-29.12,29.7
39,Remote Site,-26.88,22.06
19035,Remote Site,-29.19,26.84
11295,Remote Site,-23.83,31.69
2552,Remote Site,-33.14,20.87
5977,Remote Site,-31.45,28.89
88358,Remote Site,-32.97,27.91
2546,Remote Site,-30.48,26.72
31440,Remote Site,-25.67,28.37
5381,Remote Site,-31.01,23.01
25302,Remote Site,-24.8,31.53
4431,Remote Site,-26.92,32.27
15649,Remote Site,-29.7,30.96
31236,Remote Site,-27.98,30.13
23136,Remote Site,-33.29,26.55
2652,Remote Site,-28.32,28.32
15972,Remote Site,-27.91,30.95
MT 25211,Remote Site,-33.6,22.24
23055,Remote Site,-33.31,26.55
20432,Remote Site,-27.39,23.46
17980,Remote Site,-22.95,30.45
16317,Remote Site,-33.49,26.84
38574,Remote Site,-25.69,28.17
12707,Remote Site,-27.19,23.88
2687,Remote Site,-25.13,30.88
31097,Remote Site,-29.96,30.62
14306,Remote Site,-30.63,23.22
2541,Remote Site,-27.11,27.65
2382,Remote Site,-31.03,17.98
6352,Remote Site,-28.69,24.72
51062,Remote Site,-29.14,26.44
16107,Remote Site,-25.45,27.68
14098,Remote Site,-33.19,24.35
17020,Remote Site,-25.85,28.46
4639,Remote Site,-32.19,21.52
2769,Remote Site,-28.47,21.62
11922,Remote Site,-25.42,29.8
7884,Remote Site,-25.56,27.59
18285,Remote Site,-29.17,26.25
37140,Remote Site,-29.68,30.19
19037,Remote Site,-29.2,26.83
15427,Remote Site,-23.31,30.04
23504,Remote Site,-31.72,28.85
24798,Remote Site,-25.78,28.11
4660,Remote Site,-28.86,20.36
15688,Remote Site,-25.35,27.03
15648,Remote Site,-29.72,30.93
23048,Remote Site,-23.72,29.39
27874,Remote Site,-30.87,28.66
18766,Remote Site,-32,29.12
20438,Remote Site,-26.54,24.33
15686,Remote Site,-25.35,27.08
42431,Remote Site,-26.68,20.61
2658,Remote Site,-32.82,18.74
2405,Remote Site,-33.32,26.41
24455,Remote Site,-26.93,27.43
2702,Remote Site,-27.31,27.49
16105,Remote Site,-25.37,27.56
MT 29662,Remote Site,-29.89,31
19192,Remote Site,-29.28,26.72
20442,Remote Site,-25.92,23.52
37917,Remote Site,-25,31.59
7322,Remote Site,-24.95,28.92
11958,Remote Site,-29.18,26.63
9464,Remote Site,-25.81,28.23
3697,Remote Site,-27.12,29.31
48059,Remote Site,-22.8,30.75
43884,Remote Site,-29.78,30.79
2510,Remote Site,-34.03,24.43
3690,Remote Site,-34.59,19.54
16772,Remote Site,-29.68,30.94
42740,Remote Site,-32.65,24.48
35461,Remote Site,-29.67,30.92
15929,Remote Site,-27.78,30.1
2088,Remote Site,-33.88,22.4
20501,Remote Site,-25.59,28.94
16560,Remote Site,-26.8,27.48
16011,Remote Site,-30.76,30.35
41834,Remote Site,-29.69,30.68
2707,Remote Site,-29.2,31.34
23342,Remote Site,-31.63,27.54
17815,Remote Site,-29.04,29.67
7566,Remote Site,-31.6,23.53
15687,Remote Site,-25.36,27.05
19557,Remote Site,-32.28,24.56
20391,Remote Site,-28.21,30.66
MT 29574,Remote Site,-30.03,30.81
42592,Remote Site,-28.19,30.44
27891,Remote Site,-30.96,28.58
24039,Remote Site,-31.55,28.77
9619,Remote Site,-28.63,29.09
2640,Remote Site,-28.23,23.46
18602,Remote Site,-30.73,30.37
16111,Remote Site,-25.54,27.73
2714,Remote Site,-27.37,27.46
6850,Remote Site,-30.31,30.69
40745,Remote Site,-25.95,28.48
4683,Remote Site,-27.41,32.1
28444,Remote Site,-29.57,30.99
16040,Remote Site,-29.72,30.14
1144,Remote Site,-29.58,24.02
18249,Remote Site,-25.25,28.13
16272,Remote Site,-25.91,25.59
27764,Remote Site,-32.29,28.56
23737,Remote Site,-24.31,29.64
17021,Remote Site,-25.91,28.45
237790,Remote Site,-25.56,27.59
28813,Remote Site,-28.26,30.68
44288,Remote Site,-28.78,31.18
3173,Remote Site,-28.86,30.85
11620,Remote Site,-32.8,26.82
16543,Remote Site,-27.35,24.18
15981,Remote Site,-27.63,27.19
14933,Remote Site,-28.01,25.92
44078,Remote Site,-27.67,27.74
15828,Remote Site,-28.54,28.78
20129,Remote Site,-34.67,19.27
10077,Remote Site,-26.45,24.08
17006,Remote Site,-25.83,28.47
17578,Remote Site,-27.29,20.35
31134,Remote Site,-26.52,27.83
7327,Remote Site,-25.15,28.86
48127,Remote Site,-32.55,26.77
37834,Remote Site,-26.96,32.82
17500,Remote Site,-25.74,28.64
25763,Remote Site,-25.71,31.55
46993,Remote Site,-33.38,25.67
2726,Remote Site,-29.01,24.01
42922,Remote Site,-27.4,32.18
23635,Remote Site,-32.26,27.83
24041,Remote Site,-32.69,27.04
42591,Remote Site,-28.29,30.29
16117,Remote Site,-25.53,27.54
23533,Remote Site,-32.17,28.87
16110,Remote Site,-25.52,27.75
38756,Remote Site,-27.98,24.6
16072,Remote Site,-23.82,29.77
23407,Remote Site,-31.51,27.29
24033,Remote Site,-32.7,26.98
18252,Remote Site,-25.2,28.04
2522,Remote Site,-32.9,21.76
22862,Remote Site,-29.15,31.07
41482,Remote Site,-28.55,32.31
15401,Remote Site,-23.21,30.1
28430,Remote Site,-29.56,30.93
42230,Remote Site,-28.12,30.05
21054,Remote Site,-29.68,29.49
43582,Remote Site,-32.11,19.11
14821,Remote Site,-29.24,18.95
43352,Remote Site,-29.99,30.39
15290,Remote Site,-26.5,29.43
27841,Remote Site,-31.39,28.71
45503,Remote Site,-27.1,27
24052,Remote Site,-31.65,28.49
5978,Remote Site,-31.16,28.95
5973,Remote Site,-30.84,29.4
28492,Remote Site,-29.69,30.97
2527,Remote Site,-30.01,23
6655,Remote Site,-30.99,25.37
17195,Remote Site,-30.48,18.06
17158,Remote Site,-30.53,18.06
2530,Remote Site,-28.81,24.36
22039,Remote Site,-29.72,31.06
16320,Remote Site,-33.57,26.89
2529,Remote Site,-26.49,27.26
2737,Remote Site,-28.38,29.4
44071,Remote Site,-27.58,27.81
12551,Remote Site,-30.57,27.51
18250,Remote Site,-25.2,27.96
20735,Remote Site,-29.26,26.67
25690,Remote Site,-26.91,29.29
18274,Remote Site,-25.29,28.22
22204,Remote Site,-26.86,27.63
2751,Remote Site,-26.01,24
18239,Remote Site,-29.18,26.25
41516,Remote Site,-28.87,29.33
21148,Remote Site,-32.43,28.24
21630,Remote Site,-25.97,28.01
3689,Remote Site,-34.5,19.55
2728,Remote Site,-28.37,26.67
43736,Remote Site,-28.59,28.77
15980,Remote Site,-27.63,27.18
9016,Remote Site,-25.75,26.59
14934,Remote Site,-30.61,25.49
30014,Remote Site,-29.17,26.06
5821,Remote Site,-25.15,28.49
5921,Remote Site,-25.01,27
19194,Remote Site,-29.28,26.71
2711,Remote Site,-26.81,30.27
18233,Remote Site,-28.56,28.73
28368,Remote Site,-29.36,31.26
2489,Remote Site,-32.6,22.28
15632,Remote Site,-33.85,25.52
24627,Remote Site,-29.09,30.94
26835,Remote Site,-24.5,28.33
41966,Remote Site,-30.97,29.99
15318,Remote Site,-25.34,28.95
19264,Remote Site,-26.92,27.49
MT 25502,Remote Site,-27.97,30.69
18240,Remote Site,-28.57,28.74
18166,Remote Site,-28.57,28.72
2573,Remote Site,-28.59,29.79
878,Remote Site,-32.28,19.22
15538,Remote Site,-34.35,18.49
33145,Remote Site,-27.33,32.56
17337,Remote Site,-22.83,30.86
11817,Remote Site,-29.32,31.27
47420,Remote Site,-29.83,30.78
15417,Remote Site,-23.23,30.42
142451,Remote Site,-31.92,21.51
2497,Remote Site,-27.02,26.01
2372,Remote Site,-28.34,31.05
21631,Remote Site,-25.92,28.03
20960,Remote Site,-25.02,27
28879,Remote Site,-23.49,30.88
27196,Remote Site,-22.78,30.86
2899,Remote Site,-29.9,31.04
5231,Remote Site,-28.75,20.82
21124,Remote Site,-29.58,31.04
25292,Remote Site,-24.79,31.42
31366,Remote Site,-28.41,21.26
12344,Remote Site,-28.66,29.05
26986,Remote Site,-25.98,28.17
16633,Remote Site,-26.38,28.18
2307,Remote Site,-30.2,17.29
15527,Remote Site,-26.25,28.52
9903,Remote Site,-28.98,30.86
2328,Remote Site,-33.88,18.5
14665,Remote Site,-25.2,26.8
11411,Remote Site,-25.8,25.54
34112,Remote Site,-26.21,29.29
17573,Remote Site,-27.69,20.35
2713,Remote Site,-28.06,20.5
12255,Remote Site,-29,19
39129,Remote Site,-22.77,31.16
6650,Remote Site,0,0
15388,Remote Site,-29.1,20.92
15406,Remote Site,-22.83,30.81
2540,Remote Site,-31.33,18.27
11611,Remote Site,-31.66,28.01
45450,Remote Site,-28.92,20.05
18183,Remote Site,-30.83,20.48
15434,Remote Site,-29.84,30.8
17023,Remote Site,-25.86,28.5
6509,Remote Site,-28.59,28.8
42746,Remote Site,-32.35,24.89
18025,Remote Site,-29.68,30.96
53799,Remote Site,-26.27,27.79
22850,Remote Site,-23.23,29.95
21565,Remote Site,-34.65,19.59
18209,Remote Site,-29.66,30.89
58442,Remote Site,-28.58,24.66
9740,Remote Site,-26.03,27.6
5190,Remote Site,-29.24,24.45
19536,Remote Site,-29.29,26.72
30976,Remote Site,-29.73,30.79
18251,Remote Site,-25.15,27.96
40741,Remote Site,-25.05,28.48
20631,Remote Site,-25.24,30.88
23296,Remote Site,-33.83,25.51
15650,Remote Site,-29.7,30.94
20950,Remote Site,-29.75,30.95
23735,Remote Site,-24.27,29.56
10061,Remote Site,-25.42,27.74
MT 19426,Remote Site,-26.7,30.83
27876,Remote Site,-31.09,28.93
11308,Remote Site,-23.11,31.43
25283,Remote Site,-24.83,31.55
5265,Remote Site,-29.65,30.21
15393,Remote Site,-23.35,30.28
20729,Remote Site,-29.21,26.71
20949,Remote Site,-29.73,30.96
23469,Remote Site,-31.93,26.85
27027,Remote Site,-24.55,31.1
15421,Remote Site,-23.41,30.23
11803,Remote Site,-24.46,31.12
47493,Remote Site,-23.41,30.15
43152,Remote Site,-30.69,29.46
17447,Remote Site,-29.65,30.27
13933,Remote Site,-28.56,27.48
25193,Remote Site,-24.73,31.56
MT 20794,Remote Site,-22.41,31.11
19195,Remote Site,-29.29,26.71
19537,Remote Site,-29.29,26.73
18926,Remote Site,-30.21,28.87
11302,Remote Site,-24,31.74
16269,Remote Site,-25.72,27.4
25196,Remote Site,-24.86,31.4
6027,Remote Site,-29.1,26.3
48822,Remote Site,-30.06,30.46
15827,Remote Site,-28.56,28.81
43941,Remote Site,-33.28,18.75
2493,Remote Site,-34.12,18.97
22034,Remote Site,-26.8,25.7
MT 28160,Remote Site,-27.55,32.67
17506,Remote Site,-28.69,28.99
18268,Remote Site,-29.18,26.26
5262,Remote Site,-26.66,27.85
44079,Remote Site,-27.85,27.61
25211,Remote Site,-24.77,31.4
MT 26459,Remote Site,-22.9,30.47
30160,Remote Site,-27.75,30.16
21992,Remote Site,-22.69,31.02
11361,Remote Site,-25.59,27.23
48985,Remote Site,-29.3,30.33
18979,Remote Site,-29.11,24.69
MT 23021,Remote Site,-30.69,29.46
15422,Remote Site,-23.36,30.23
45220,Remote Site,-26.4,28.75
2622,Remote Site,-24.8,28.43
20440,Remote Site,-26.48,24.34
19017,Remote Site,-24.93,29.05
248679,Remote Site,-27.7,23.05
15647,Remote Site,-29.68,30.89
45961,Remote Site,-25.22,26.83
6143,Remote Site,-25.73,28.19
15303,Remote Site,-26.03,30.79
11464,Remote Site,-28.75,29.43
5916,Remote Site,-28.69,32.14
12695,Remote Site,-26.87,23.21
28870,Remote Site,-23.39,30.67
24308,Remote Site,-27.91,32.36
17137,Remote Site,-30.47,17.54
15137,Remote Site,-24.78,30.13
42718,Remote Site,-22.74,31.01
14891,Remote Site,-23.97,29.5
38492,Remote Site,-32.74,19.04
17012,Remote Site,-25.85,28.58
4708,Remote Site,-30.49,17.69
17053,Remote Site,-30.51,18.35
43584,Remote Site,-32.23,19.16
16689,Remote Site,-30.62,18.1
44160,Remote Site,-32.4,19.01
45590,Remote Site,-30.37,18.26
16699,Remote Site,-30.24,18.5
15710,Remote Site,-30.44,17.52
7829,Remote Site,-30.46,18
16996,Remote Site,-30.39,18.26
17219,Remote Site,-30.56,18.22
4702,Remote Site,-30.44,17.62
17225,Remote Site,-30.68,17.76
17111,Remote Site,-30.35,18.38
17216,Remote Site,-30.61,17.6
17214,Remote Site,-30.46,18.13
17180,Remote Site,-30.35,17.81
108047,Remote Site,-31.98,19.13
26314,Remote Site,-25.16,31.02
MT 17754,Remote Site,-28.58,29.05
48940,Remote Site,-27.94,30.2
293306,Remote Site,-26.53,30
1129,Remote Site,-23.07,30.34
5743,Remote Site,-30.32,18.41
24084,Remote Site,-24.5,28.24
17174,Remote Site,-30.31,17.72
17274,Remote Site,-30.61,17.94
17170,Remote Site,-30.51,17.96
10987,Remote Site,-28.98,26.09
21996,Remote Site,-26.62,25.57
26188,Remote Site,-23.94,31.17
MT 18707,Remote Site,-29.79,29.39
50290,Remote Site,-30.91,18.02
21201,Remote Site,-27.99,26.86
17348,Remote Site,-26.03,27.91
MT 18697,Remote Site,-29.88,30.97
16081,Remote Site,#N/A,#N/A
21564,Remote Site,-32.19,20.66
11306,Remote Site,#N/A,#N/A
243061,Remote Site,#N/A,#N/A
15272,Remote Site,-27.97,28.73
29626,Remote Site,-29.64,29.79
43595,Remote Site,-27.98,30.7
16245,Remote Site,-27.9,30.61
37498,Remote Site,#N/A,#N/A
89375,Remote Site,#N/A,#N/A
13852,Remote Site,-28.57,29.08
41216,Remote Site,-27.02,30.41
9928,Remote Site,#N/A,#N/A
45386,Remote Site,#N/A,#N/A
98051,Remote Site,-29.03,26.1
3724,Remote Site,-27.56,32.08
MT 15726,Remote Site,-30.83,30.39
MT 17656,Remote Site,-31.51,23.61
MT 2267,Remote Site,-26.22,28.25
16969,Remote Site,-26.18,28.4
14876,Remote Site,-27.9,32.27
45819,Remote Site,-26.07,28.29
19136,Remote Site,-33.04,17.93
23086,Remote Site,-33.99,20.18
MT 3136,Remote Site,0,0
MT 27685,Remote Site,-29.81,30.82
MT 8906,Remote Site,-25.68,28.19
MT 96795,Remote Site,#N/A,#N/A
MT 15999,Remote Site,-27.65,29.55
MT 2803,Remote Site,-26,28.2
MT 18466,Remote Site,#N/A,#N/A
MT 9945,Remote Site,-25.89,28.16
MT 20059099,Remote Site,#N/A,#N/A
6098,Remote Site,-25.49,31.01
16108,Remote Site,-25.5,27.69
28524,Remote Site,-26.87,27.49
2710,Remote Site,-26.95,25.09
18603,Remote Site,-30.8,30.33
30487,Remote Site,-29.66,30.66
2585,Remote Site,-33.28,20.51
42015,Remote Site,-29.47,24.26
48906,Remote Site,-29.41,31.23
6997,Remote Site,-29.55,23.62
10735,Remote Site,-27.4,23.51
19193,Remote Site,-29.27,26.73
2391,Remote Site,-26.65,28.14
23040,Remote Site,-23.69,29.24
17414,Remote Site,-29.69,30.34
10112,Remote Site,-30.71,29.54
16319,Remote Site,-33.82,25.39
14885,Remote Site,-26.79,24.79
16005,Remote Site,-29.39,31.29
5748,Remote Site,-25.01,28.01
18024,Remote Site,-29.67,30.99
2500,Remote Site,-23.78,30.01
2514,Remote Site,-28.8,23.64
1231,Remote Site,-33.29,26.71
2691,Remote Site,-25.54,31.19
18284,Remote Site,-29.18,26.25
2763,Remote Site,-28.57,22.88
15983,Remote Site,-27.63,27.27
17204,Remote Site,-27.02,30.44
2421,Remote Site,-28.01,30.01
2641,Remote Site,-27.18,29.67
MT 7651,Remote Site,-24.67,30.81
38569,Remote Site,-24.85,31.11
17203,Remote Site,-26.99,30.44
2424,Remote Site,-31.69,25.18
16164,Remote Site,-26.42,27.93
2681,Remote Site,-30.53,25.27
2618,Remote Site,-32.11,23.03
2408,Remote Site,-27.9,28.4
22524,Remote Site,-30.86,27.86
17580,Remote Site,-27.02,21.69
2396,Remote Site,-34.07,23.04
48935,Remote Site,-29.37,31.23
2663,Remote Site,-26.89,27.61
2521,Remote Site,-27.47,25.71
20952,Remote Site,-25.93,28.05
MT 6816,Remote Site,-25.78,26.23
41918,Remote Site,-30.92,30.1
2404,Remote Site,-32.13,25.65
2631,Remote Site,-33.32,25.95
2450,Remote Site,-23.68,29.61
19881,Remote Site,-27.23,27.6
2518,Remote Site,-30.79,26.57
45162,Remote Site,-26.05,27.93
2698,Remote Site,-32.99,26.27
17574,Remote Site,-26.93,20.66
2443,Remote Site,-28.36,30.04
2747,Remote Site,-30,23.02
2477,Remote Site,-33.65,25.59
2398,Remote Site,-33.61,26.09
2566,Remote Site,-33.89,25.26
2373,Remote Site,-29.01,26.01
2511,Remote Site,-30.39,17.91
2624,Remote Site,-27.01,29
17575,Remote Site,-26.75,20.3
6091,Remote Site,-26.74,20.01
2467,Remote Site,-34.01,19.67
1125,Remote Site,-27.89,23.56
2559,Remote Site,-28.67,23.18
29465,Remote Site,-32.96,27.9
32859,Remote Site,-29.74,31
2482,Remote Site,-30.01,30.01
2533,Remote Site,-32.62,27.72
29177,Remote Site,-30.74,30.4
2615,Remote Site,-33.19,18.67
MT 28135,Remote Site,-27.05,32.42
22056,Remote Site,-27.8,26.38
12091,Remote Site,-29.75,30.97
71505,Remote Site,-24.93,30.84
5968,Remote Site,-31.56,28.4
38590,Remote Site,-25.75,28.27
17412,Remote Site,-29.71,30.33
1012,Remote Site,-34.21,21.7
2416,Remote Site,-30.01,23.01
2535,Remote Site,-33.83,18.61
20731,Remote Site,-29.22,26.67
2407,Remote Site,-32.69,25.82
23611,Remote Site,-32.96,27.66
15802,Remote Site,-34.01,20.97
2555,Remote Site,-34.23,19.15
4576,Remote Site,-25.81,29.39
2375,Remote Site,-29.01,23
4220,Remote Site,-28.88,27.86
2385,Remote Site,-25.88,28.98
1629,Remote Site,-25.77,28.2
2379,Remote Site,-32.35,22.58
MT 8074,Remote Site,-24.02,31.01
20036,Remote Site,-26.75,27.68
2732,Remote Site,-24.47,27.61
2718,Remote Site,-34.01,20.47
11300,Remote Site,-25.12,31.92
FWA-02,Remote Site,0,0
FWA-01,Remote Site,0,0
957,Remote Site,-26.21,28.04
2317,Remote Site,-33.97,18.47
35580,Remote Site,-26.14,28.2
32076,Remote Site,-29.15,30.99
5476,Remote Site,-26.14,27.87
23375,Remote Site,-26.01,28.01
NonEQ 7175,Remote Site,0,0
55860,Remote Site,-29.73,31.07
7747,Remote Site,-27.51,32.65
33081,Remote Site,-29.73,31.07
6754,Remote Site,-26.07,28.12
34285,Remote Site,-26.1,27.77
2429,Remote Site,-33.98,18.46
8811,Remote Site,-33.96,18.47
21044,Remote Site,-33.64,19.47
35805,Remote Site,-33.9,18.51
198381,Remote Site,-28.72,24.77
50879,Remote Site,-27.97,26.09
4113,Remote Site,-29.86,31.01
60722,Remote Site,-25.89,28.1
4051,Remote Site,-34,18.48
20166,Remote Site,-25.95,28.02
45005,Remote Site,-26,28.01
20867,Remote Site,-27.78,29.94
6288,Remote Site,-26.15,28.19
20574,Remote Site,-25.91,29.24
5576,Remote Site,-25.95,28.14
20743,Remote Site,-28.75,32.05
44978,Remote Site,-34.07,18.82
47787,Remote Site,-29.74,31.07
38153,Remote Site,-26.18,28.24
34730,Remote Site,-26.18,28.11
9552,Remote Site,-34.03,24.9
27019,Remote Site,-25.81,29.46
36822,Remote Site,-28.75,26.55
2304,Remote Site,-33.33,22.54
7809,Remote Site,-34.07,18.89
16454,Remote Site,-24.05,29.28
28054,Remote Site,-26.25,28.63
31406,Remote Site,-34.08,18.44
2877,Remote Site,-33.05,18.05
16023,Remote Site,-33.99,22.44
61106,Remote Site,-24.32,29.35
30944,Remote Site,-33.93,18.47
51302,Remote Site,-29.73,31.07
65030,Remote Site,-26.47,27.87
31334,Remote Site,-32.95,27.94
40699,Remote Site,-33.87,25.49
11745,Remote Site,-26.26,27.98
21339,Remote Site,-26.25,28.32
52727,Remote Site,-26.14,28.27
13132,Remote Site,-26.01,27.02
34307,Remote Site,-29.72,31.05
58071,Remote Site,-27.43,32.1
8567,Remote Site,-25.49,25.98
51973,Remote Site,-23.95,29.79
3937,Remote Site,-28.37,26.36
39462,Remote Site,-26.27,27.98
36532,Remote Site,-26.06,28.06
47985,Remote Site,-26.24,27.94
45269,Remote Site,-30.8,30.41
21640,Remote Site,-26,28.18
39951,Remote Site,-25.72,28.42
22744,Remote Site,-26.24,28.15
56887,Remote Site,-26.03,27.91
185151,Remote Site,-29.1,26.2
245807,Remote Site,-26.3,27.92
27634,Remote Site,-23.89,29.42
12467,Remote Site,-25.99,28.1
NonEQ 267,Remote Site,-33.88,18.63
4996,Remote Site,-26.04,28.05
6590,Remote Site,-26.02,27.01
32113,Remote Site,-33.99,18.48
NonEQ 3729,Remote Site,-29.87,31.05
41696,Remote Site,-33.86,18.63
51529,Remote Site,-25.76,28.26
18761,Remote Site,-29.41,30.24
48087,Remote Site,-26.06,28.09
6636,Remote Site,-26.11,28.05
4433,Remote Site,-26.06,28.09
29764,Remote Site,-29.6,24.43
2593,Remote Site,-25.5,28.09
23896,Remote Site,-34.15,18.35
12882,Remote Site,-25.79,28.26
42514,Remote Site,-30.76,29.79
4072,Remote Site,-33.99,25.56
137041,Remote Site,-25.15,29.09
29536,Remote Site,-33.89,18.52
15024,Remote Site,-26.05,28.06
21496,Remote Site,-25.67,28.11
